高 0 1 B 高 B-NAME
有 27 28 B 有 M-ORG
限 27 28 E 限 M-ORG
公 29 30 B 公 M-ORG
司 29 30 E 司 E-ORG
副 31 34 B 副 B-TITLE
总 31 34 M 总 M-TITLE
经 31 34 M 经 M-TITLE
理 31 34 E 理 E-TITLE
、 35 35 S 、 O
南 36 37 B 南 B-ORG
京 36 37 E 京 M-ORG
国 38 39 B 国 M-ORG
睿 38 39 E 睿 M-ORG
微 40 41 B 微 M-ORG
波 40 41 E 波 M-ORG
器 42 43 B 器 M-ORG
件 42 43 E 件 M-ORG
有 44 45 B 有 M-ORG
限 44 45 E 限 M-ORG
公 46 47 B 公 M-ORG
司 46 47 E 司 E-ORG
总 48 50 B 总 B-TITLE
经 48 50 M 经 M-TITLE
理 48 50 E 理 E-TITLE
。 51 51 S 。 O
 
邵 0 1 B 邵 B-NAME
蓉 0 1 E 蓉 E-NAME
： 2 2 S ： O
女 3 3 S 女 O
， 4 4 S ， O
博 5 6 B 博 B-EDU
士 5 6 E 士 E-EDU
、 7 7 S 、 O
教 8 9 B 教 B-TITLE
授 8 9 E 授 E-TITLE
、 10 10 S 、 O
执 11 12 B 执 B-TITLE
业 11 12 E 业 M-TITLE
律 13 14 B 律 M-TITLE
师 13 14 E 师 E-TITLE
。 15 15 S 。 O
 
曾 0 0 S 曾 O
任 1 1 S 任 O
中 2 3 B 中 B-ORG
国 2 3 E 国 M-ORG
药 4 5 B 药 M-ORG
科 4 5 E 科 M-ORG
大 6 7 B 大 M-ORG
学 6 7 E 学 M-ORG
国 8 9 B 国 M-ORG
际 8 9 E 际 M-ORG
医 10 11 B 医 M-ORG
药 10 11 E 药 M-ORG
商 12 14 B 商 M-ORG
学 12 14 M 学 M-ORG
院 12 14 E 院 E-ORG
教 15 17 B 教 B-TITLE
研 15 17 M 研 M-TITLE
室 15 17 E 室 M-TITLE
主 18 19 B 主 M-TITLE
任 18 19 E 任 E-TITLE
、 20 20 S 、 O
副 21 23 B 副 B-TITLE
院 21 23 M 院 M-TITLE
长 21 23 E 长 E-TITLE
。 24 24 S 。 O
 
现 0 1 B 现 O
任 0 1 E 任 O
中 2 3 B 中 B-ORG
国 2 3 E 国 M-ORG
药 4 5 B 药 M-ORG
科 4 5 E 科 M-ORG
大 6 7 B 大 M-ORG
学 6 7 E 学 M-ORG
国 8 9 B 国 M-ORG
际 8 9 E 际 M-ORG
医 10 11 B 医 M-ORG
药 10 11 E 药 M-ORG
商 12 14 B 商 M-ORG
学 12 14 M 学 M-ORG
院 12 14 E 院 E-ORG
院 15 16 B 院 B-TITLE
长 15 16 E 长 E-TITLE
， 17 17 S ， O
兼 18 19 B 兼 O
任 18 19 E 任 O
中 20 21 B 中 B-ORG
国 20 21 E 国 M-ORG
药 22 24 B 药 M-ORG
学 22 24 M 学 M-ORG
会 22 24 E 会 E-ORG
理 25 26 B 理 B-TITLE
事 25 26 E 事 E-TITLE
、 27 27 S 、 O
中 28 29 B 中 B-ORG
国 28 29 E 国 M-ORG
药 30 32 B 药 M-ORG
学 30 32 M 学 M-ORG
会 30 32 E 会 M-ORG
药 33 34 B 药 M-ORG
事 33 34 E 事 M-ORG
管 35 36 B 管 M-ORG
理 35 36 E 理 M-ORG
专 37 38 B 专 M-ORG
业 37 38 E 业 M-ORG
委 39 41 B 委 M-ORG
员 39 41 M 员 M-ORG
会 39 41 E 会 E-ORG
副 42 44 B 副 B-TITLE
主 42 44 M 主 M-TITLE
任 42 44 E 任 M-TITLE
委 45 46 B 委 M-TITLE
员 45 46 E 员 E-TITLE
、 47 47 S 、 O
江 48 49 B 江 B-ORG
苏 48 49 E 苏 M-ORG
药 50 52 B 药 M-ORG
学 50 52 M 学 M-ORG
会 50 52 E 会 E-ORG
常 53 54 B 常 B-TITLE
务 53 54 E 务 M-TITLE
理 55 56 B 理 M-TITLE
事 55 56 E 事 E-TITLE
、 57 57 S 、 O
江 58 59 B 江 B-ORG
苏 58 59 E 苏 M-ORG
药 60 62 B 药 M-ORG
学 60 62 M 学 M-ORG
会 60 62 E 会 M-ORG
药 63 64 B 药 M-ORG
事 63 64 E 事 M-ORG
管 65 66 B 管 M-ORG
理 65 66 E 理 M-ORG
专 67 68 B 专 M-ORG
业 67 68 E 业 M-ORG
委 69 71 B 委 M-ORG
员 69 71 M 员 M-ORG
会 69 71 E 会 E-ORG
主 72 73 B 主 B-TITLE
任 72 73 E 任 M-TITLE
委 74 75 B 委 M-TITLE
员 74 75 E 员 E-TITLE
等 76 77 B 等 O
职 76 77 E 职 O
。 78 78 S 。 O
 
陈 0 2 B 陈 B-NAME
庇 0 2 M 庇 M-NAME
昌 0 2 E 昌 E-NAME
先 3 4 B 先 O
生 3 4 E 生 O
， 5 5 S ， O
广 6 7 B 广 B-ORG
东 6 7 E 东 M-ORG
科 8 9 B 科 M-ORG
龙 8 9 E 龙 M-ORG
电 10 11 B 电 M-ORG
器 10 11 E 器 M-ORG
股 12 13 B 股 M-ORG
份 12 13 E 份 M-ORG
有 14 15 B 有 M-ORG
限 14 15 E 限 M-ORG
公 16 17 B 公 M-ORG
司 16 17 E 司 E-ORG
独 18 19 B 独 B-TITLE
立 18 19 E 立 M-TITLE
非 20 20 S 非 M-TITLE
执 21 22 B 执 M-TITLE
行 21 22 E 行 M-TITLE
董 23 24 B 董 M-TITLE
事 23 24 E 事 E-TITLE
。 25 25 S 。 O
 
M 0 2 B M B-EDU
B 0 2 M B M-EDU
A 0 2 E A E-EDU
， 3 3 S ， O
F 4 7 B F B-EDU
C 4 7 M C M-EDU
C 4 7 M C M-EDU
A 4 7 E A E-EDU
， 8 8 S ， O
F 9 13 B F B-EDU
H 9 13 M H M-EDU
K 9 13 M K M-EDU
S 9 13 M S M-EDU
A 9 13 E A E-EDU
， 14 14 S ， O
A 15 18 B A B-EDU
C 15 18 M C M-EDU
I 15 18 M I M-EDU
S 15 18 E S E-EDU
， 19 19 S ， O
H 20 24 B H B-EDU
K 20 24 M K M-EDU
I 20 24 M I M-EDU
C 20 24 M C M-EDU
S 20 24 E S E-EDU
， 25 25 S ， O
拥 26 27 B 拥 O
有 26 27 E 有 O
多 28 29 B 多 O
年 28 29 E 年 O
之 30 30 S 之 O
财 31 32 B 财 O
务 31 32 E 务 O
管 33 34 B 管 O
理 33 34 E 理 O
、 35 35 S 、 O
投 36 37 B 投 O
资 36 37 E 资 O
及 38 38 S 及 O
企 39 40 B 企 O
业 39 40 E 业 O
融 41 42 B 融 O
资 41 42 E 资 O
经 43 44 B 经 O
验 43 44 E 验 O
， 45 45 S ， O
曾 46 46 S 曾 O
任 47 48 B 任 O
职 47 48 E 职 O
商 49 50 B 商 B-ORG
人 49 50 E 人 M-ORG
银 51 52 B 银 M-ORG
行 51 52 E 行 E-ORG
融 53 55 B 融 B-TITLE
资 53 55 M 资 M-TITLE
部 53 55 E 部 M-TITLE
董 56 57 B 董 M-TITLE
事 56 57 E 事 E-TITLE
， 58 58 S ， O
负 59 60 B 负 O
责 59 60 E 责 O
企 61 62 B 企 O
业 61 62 E 业 O
改 63 64 B 改 O
组 63 64 E 组 O
、 65 65 S 、 O
收 66 67 B 收 O
购 66 67 E 购 O
及 68 68 S 及 O
资 69 70 B 资 O
本 69 70 E 本 O
市 71 72 B 市 O
场 71 72 E 场 O
运 73 74 B 运 O
作 73 74 E 作 O
。 75 75 S 。 O
 
同 0 1 B 同 O
时 0 1 E 时 O
在 2 2 S 在 O
一 3 4 B 一 O
家 3 4 E 家 O
国 5 6 B 国 B-ORG
际 5 6 E 际 M-ORG
会 7 9 B 会 M-ORG
计 7 9 M 计 M-ORG
师 7 9 E 师 M-ORG
事 10 12 B 事 M-ORG
务 10 12 M 务 M-ORG
所 10 12 E 所 E-ORG
工 13 14 B 工 O
作 13 14 E 作 O
， 15 15 S ， O
专 16 17 B 专 O
门 16 17 E 门 O
负 18 19 B 负 O
责 18 19 E 责 O
协 20 21 B 协 O
助 20 21 E 助 O
企 22 23 B 企 O
业 22 23 E 业 O
年 24 25 B 年 O
审 24 25 E 审 O
及 26 26 S 及 O
财 27 28 B 财 O
务 27 28 E 务 O
管 29 30 B 管 O
理 29 30 E 理 O
工 31 32 B 工 O
作 31 32 E 作 O
。 33 33 S 。 O
 
九 0 3 B 九 O
十 0 3 M 十 O
年 0 3 M 年 O
代 0 3 E 代 O
初 4 4 S 初 O
， 5 5 S ， O
陈 6 6 S 陈 S-NAME
先 7 8 B 先 O
生 7 8 E 生 O
在 9 9 S 在 O
香 10 11 B 香 B-ORG
港 10 11 E 港 M-ORG
联 12 13 B 联 M-ORG
合 12 13 E 合 M-ORG
交 14 16 B 交 M-ORG
易 14 16 M 易 M-ORG
所 14 16 E 所 E-ORG
担 17 18 B 担 O
任 17 18 E 任 O
上 19 20 B 上 B-TITLE
市 19 20 E 市 M-TITLE
科 21 23 B 科 M-TITLE
经 21 23 M 经 M-TITLE
理 21 23 E 理 E-TITLE
， 24 24 S ， O
专 25 26 B 专 O
职 25 26 E 职 O
负 27 28 B 负 O
责 27 28 E 责 O
审 29 30 B 审 O
批 29 30 E 批 O
公 31 32 B 公 O
司 31 32 E 司 O
上 33 34 B 上 O
市 33 34 E 市 O
安 35 36 B 安 O
排 35 36 E 排 O
及 37 37 S 及 O
协 38 39 B 协 O
调 38 39 E 调 O
， 40 40 S ， O
其 41 42 B 其 O
中 41 42 E 中 O
包 43 44 B 包 O
括 43 44 E 括 O
首 45 46 B 首 O
次 45 46 E 次 O
上 47 48 B 上 O
市 47 48 E 市 O
、 49 49 S 、 O
衍 50 51 B 衍 O
生 50 51 E 生 O
工 52 53 B 工 O
具 52 53 E 具 O
发 54 55 B 发 O
行 54 55 E 行 O
、 56 56 S 、 O
股 57 58 B 股 O
份 57 58 E 份 O
回 59 60 B 回 O
购 59 60 E 购 O
等 61 61 S 等 O
。 62 62 S 。 O
 
陈 0 0 S 陈 S-NAME
先 1 2 B 先 O
生 1 2 E 生 O
为 3 3 S 为 O
英 4 5 B 英 O
国 4 5 E 国 B-ORG
达 6 8 B 达 M-ORG
勒 6 8 M 勒 M-ORG
姆 6 8 E 姆 M-ORG
大 9 10 B 大 M-ORG
学 9 10 E 学 E-ORG
工 11 12 B 工 B-PRO
商 11 12 E 商 M-PRO
管 13 14 B 管 M-PRO
理 13 14 E 理 E-PRO
硕 15 16 B 硕 B-EDU
士 15 16 E 士 E-EDU
， 17 17 S ， O
同 18 19 B 同 O
时 18 19 E 时 O
持 20 21 B 持 O
有 20 21 E 有 O
香 22 23 B 香 B-ORG
港 22 23 E 港 M-ORG
岭 24 25 B 岭 M-ORG
南 24 25 E 南 M-ORG
大 26 27 B 大 M-ORG
学 26 27 E 学 M-ORG
会 28 30 B 会 M-ORG
计 28 30 M 计 M-ORG
系 28 30 E 系 E-ORG
荣 31 32 B 荣 O
誉 31 32 E 誉 O
文 33 34 B 文 O
凭 33 34 E 凭 O
、 35 35 S 、 O
英 36 37 B 英 B-ORG
国 36 37 E 国 M-ORG
公 38 39 B 公 M-ORG
认 38 39 E 认 M-ORG
会 40 42 B 会 M-ORG
计 40 42 M 计 M-ORG
师 40 42 E 师 M-ORG
公 43 44 B 公 M-ORG
会 43 44 E 会 E-ORG
及 45 45 S 及 O
公 46 47 B 公 B-ORG
认 46 47 E 认 M-ORG
香 48 49 B 香 M-ORG
港 48 49 E 港 M-ORG
会 50 52 B 会 M-ORG
计 50 52 M 计 M-ORG
师 50 52 E 师 M-ORG
公 53 54 B 公 M-ORG
会 53 54 E 会 E-ORG
资 55 56 B 资 B-TITLE
深 55 56 E 深 M-TITLE
会 57 58 B 会 M-TITLE
员 57 58 E 员 E-TITLE
、 59 59 S 、 O
英 60 61 B 英 B-ORG
国 60 61 E 国 M-ORG
及 62 62 S 及 M-ORG
香 63 64 B 香 M-ORG
港 63 64 E 港 M-ORG
公 65 66 B 公 M-ORG
司 65 66 E 司 M-ORG
秘 67 68 B 秘 M-ORG
书 67 68 E 书 M-ORG
行 69 70 B 行 M-ORG
政 69 70 E 政 M-ORG
人 71 72 B 人 M-ORG
员 71 72 E 员 M-ORG
协 73 74 B 协 M-ORG
会 73 74 E 会 E-ORG
会 75 76 B 会 B-TITLE
员 75 76 E 员 E-TITLE
等 77 77 S 等 O
专 78 79 B 专 O
业 78 79 E 业 O
资 80 81 B 资 O
格 80 81 E 格 O
。 82 82 S 。 O
 
此 0 1 B 此 O
外 0 1 E 外 O
， 2 2 S ， O
还 3 3 S 还 O
拥 4 5 B 拥 O
有 4 5 E 有 O
英 6 7 B 英 B-TITLE
国 6 7 E 国 M-TITLE
及 8 8 S 及 M-TITLE
香 9 10 B 香 M-TITLE
港 9 10 E 港 M-TITLE
执 11 12 B 执 M-TITLE
业 11 12 E 业 M-TITLE
会 13 15 B 会 M-TITLE
计 13 15 M 计 M-TITLE
师 13 15 E 师 E-TITLE
牌 16 17 B 牌 O
照 16 17 E 照 O
。 18 18 S 。 O
 
陈 0 0 S 陈 S-NAME
先 1 2 B 先 O
生 1 2 E 生 O
现 3 4 B 现 O
为 3 4 E 为 O
一 5 6 B 一 B-ORG
家 5 6 E 家 M-ORG
会 7 9 B 会 M-ORG
计 7 9 M 计 M-ORG
师 7 9 E 师 M-ORG
事 10 12 B 事 M-ORG
务 10 12 M 务 M-ORG
所 10 12 E 所 E-ORG
合 13 15 B 合 B-TITLE
伙 13 15 M 伙 M-TITLE
人 13 15 E 人 E-TITLE
， 16 16 S ， O
亦 17 17 S 亦 O
为 18 18 S 为 O
另 19 19 S 另 O
一 20 20 S 一 O
香 21 22 B 香 O
港 21 22 E 港 O
主 23 24 B 主 O
板 23 24 E 板 O
上 25 26 B 上 O
市 25 26 E 市 O
公 27 28 B 公 O
司 27 28 E 司 O
御 29 30 B 御 B-ORG
泰 29 30 E 泰 M-ORG
国 31 32 B 国 M-ORG
际 31 32 E 际 E-ORG
独 33 34 B 独 B-TITLE
立 33 34 E 立 M-TITLE
非 35 35 S 非 M-TITLE
执 36 37 B 执 M-TITLE
行 36 37 E 行 M-TITLE
董 38 39 B 董 M-TITLE
事 38 39 E 事 E-TITLE
。 40 40 S 。 O
 
张 0 2 B 张 B-NAME
万 0 2 M 万 M-NAME
山 0 2 E 山 E-NAME
先 3 4 B 先 O
生 3 4 E 生 O
， 5 5 S ， O
中 6 7 B 中 B-EDU
专 6 7 E 专 M-EDU
学 8 9 B 学 M-EDU
历 8 9 E 历 E-EDU
， 10 10 S ， O
中 11 12 B 中 B-TITLE
共 11 12 E 共 M-TITLE
党 13 14 B 党 M-TITLE
员 13 14 E 员 E-TITLE
， 15 15 S ， O
高 16 17 B 高 B-TITLE
级 16 17 E 级 M-TITLE
工 18 20 B 工 M-TITLE
程 18 20 M 程 M-TITLE
师 18 20 E 师 E-TITLE
， 21 21 S ， O
曾 22 22 S 曾 O
任 23 23 S 任 O
吉 24 27 B 吉 B-ORG
林 24 27 M 林 M-ORG
造 24 27 M 造 M-ORG
纸 24 27 E 纸 M-ORG
（ 28 28 S （ M-ORG
集 29 30 B 集 M-ORG
团 29 30 E 团 M-ORG
） 31 31 S ） M-ORG
有 32 33 B 有 M-ORG
限 32 33 E 限 M-ORG
公 34 35 B 公 M-ORG
司 34 35 E 司 E-ORG
车 36 37 B 车 B-TITLE
间 36 37 E 间 M-TITLE
主 38 39 B 主 M-TITLE
任 38 39 E 任 E-TITLE
、 40 40 S 、 O
营 41 43 B 营 B-TITLE
林 41 43 M 林 M-TITLE
处 41 43 E 处 M-TITLE
处 44 45 B 处 M-TITLE
长 44 45 E 长 E-TITLE
， 46 46 S ， O
副 47 50 B 副 B-TITLE
总 47 50 M 总 M-TITLE
经 47 50 M 经 M-TITLE
理 47 50 E 理 E-TITLE
， 51 51 S ， O
吉 52 54 B 吉 B-ORG
林 52 54 M 林 M-ORG
纸 52 54 E 纸 M-ORG
业 55 56 B 业 M-ORG
股 55 56 E 股 M-ORG
股 57 58 B 股 M-ORG
份 57 58 E 份 M-ORG
有 59 60 B 有 M-ORG
限 59 60 E 限 M-ORG
公 61 62 B 公 M-ORG
司 61 62 E 司 E-ORG
总 63 65 B 总 B-TITLE
经 63 65 M 经 M-TITLE
理 63 65 E 理 M-TITLE
助 66 67 B 助 M-TITLE
理 66 67 E 理 E-TITLE
、 68 68 S 、 O
副 69 72 B 副 B-TITLE
总 69 72 M 总 M-TITLE
经 69 72 M 经 M-TITLE
理 69 72 E 理 E-TITLE
。 73 73 S 。 O
 
夏 0 2 B 夏 B-NAME
玉 0 2 M 玉 M-NAME
龙 0 2 E 龙 E-NAME
： 3 3 S ： O
男 4 4 S 男 O
， 5 5 S ， O
汉 6 7 B 汉 B-RACE
族 6 7 E 族 E-RACE
， 8 8 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
7 0 4 M 7 O
1 0 4 M 1 O
年 0 4 E 年 O
1 5 6 B 1 O
月 5 6 E 月 O
出 7 8 B 出 O
生 7 8 E 生 O
， 9 9 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
0 0 4 M 0 O
年 0 4 E 年 O
8 5 6 B 8 O
月 5 6 E 月 O
参 7 8 B 参 O
加 7 8 E 加 O
工 9 10 B 工 O
作 9 10 E 作 O
， 11 11 S ， O
本 12 13 B 本 B-EDU
科 12 13 E 科 M-EDU
学 14 15 B 学 M-EDU
历 14 15 E 历 E-EDU
， 16 16 S ， O
高 17 18 B 高 B-TITLE
级 17 18 E 级 M-TITLE
工 19 21 B 工 M-TITLE
程 19 21 M 程 M-TITLE
师 19 21 E 师 E-TITLE
， 22 22 S ， O
中 23 24 B 中 B-TITLE
共 23 24 E 共 M-TITLE
党 25 26 B 党 M-TITLE
员 25 26 E 员 E-TITLE
。 27 27 S 。 O
 
自 0 0 S 自 O
2 1 5 B 2 O
0 1 5 M 0 O
0 1 5 M 0 O
5 1 5 M 5 O
年 1 5 E 年 O
起 6 6 S 起 O
， 7 7 S ， O
任 8 9 B 任 O
青 8 9 E 青 B-ORG
松 10 12 B 松 M-ORG
建 10 12 M 建 M-ORG
化 10 12 E 化 M-ORG
全 13 14 B 全 M-ORG
资 13 14 E 资 M-ORG
子 15 17 B 子 M-ORG
公 15 17 M 公 M-ORG
司 15 17 E 司 M-ORG
库 18 19 B 库 M-ORG
车 18 19 E 车 M-ORG
青 20 21 B 青 M-ORG
松 20 21 E 松 M-ORG
水 22 23 B 水 M-ORG
泥 22 23 E 泥 M-ORG
有 24 25 B 有 M-ORG
限 24 25 E 限 M-ORG
责 26 27 B 责 M-ORG
任 26 27 E 任 M-ORG
公 28 29 B 公 M-ORG
司 28 29 E 司 E-ORG
执 30 31 B 执 B-TITLE
行 30 31 E 行 M-TITLE
董 32 33 B 董 M-TITLE
事 32 33 E 事 E-TITLE
、 34 34 S 、 O
总 35 37 B 总 B-TITLE
经 35 37 M 经 M-TITLE
理 35 37 E 理 E-TITLE
， 38 38 S ， O
青 39 42 B 青 B-ORG
松 39 42 M 松 M-ORG
建 39 42 M 建 M-ORG
化 39 42 E 化 E-ORG
副 43 45 B 副 B-TITLE
总 43 45 M 总 M-TITLE
裁 43 45 E 裁 E-TITLE
、 46 46 S 、 O
董 47 48 B 董 B-TITLE
事 47 48 E 事 E-TITLE
。 49 49 S 。 O
 
唐 0 2 B 唐 B-NAME
福 0 2 M 福 M-NAME
生 0 2 E 生 E-NAME
， 3 3 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
6 0 4 M 6 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
毕 7 9 B 毕 O
业 7 9 M 业 O
于 7 9 E 于 O
天 10 11 B 天 B-ORG
津 10 11 E 津 M-ORG
城 12 13 B 城 M-ORG
市 12 13 E 市 M-ORG
建 14 15 B 建 M-ORG
设 14 15 E 设 M-ORG
学 16 17 B 学 M-ORG
院 16 17 E 院 E-ORG
， 18 18 S ， O
获 19 19 S 获 O
工 20 21 B 工 B-PRO
学 20 21 E 学 E-PRO
学 22 23 B 学 B-EDU
士 22 23 E 士 M-EDU
学 24 25 B 学 M-EDU
位 24 25 E 位 E-EDU
， 26 26 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
0 0 4 M 0 O
5 0 4 M 5 O
年 0 4 E 年 O
9 5 6 B 9 O
月 5 6 E 月 O
至 7 7 S 至 O
2 8 12 B 2 O
0 8 12 M 0 O
0 8 12 M 0 O
7 8 12 M 7 O
年 8 12 E 年 O
8 13 14 B 8 O
月 13 14 E 月 O
就 15 16 B 就 O
读 15 16 E 读 O
于 17 17 S 于 O
亚 18 19 B 亚 B-ORG
洲 18 19 E 洲 M-ORG
（ 20 20 S （ M-ORG
澳 21 22 B 澳 M-ORG
门 21 22 E 门 M-ORG
） 23 23 S ） M-ORG
国 24 25 B 国 M-ORG
际 24 25 E 际 M-ORG
公 26 27 B 公 M-ORG
开 26 27 E 开 M-ORG
大 28 29 B 大 M-ORG
学 28 29 E 学 E-ORG
M 30 32 B M B-EDU
B 30 32 M B M-EDU
A 30 32 E A E-EDU
专 33 34 B 专 O
业 33 34 E 业 O
， 35 35 S ， O
获 36 36 S 获 O
工 37 38 B 工 B-PRO
商 37 38 E 商 M-PRO
管 39 40 B 管 M-PRO
理 39 40 E 理 E-PRO
硕 41 42 B 硕 B-EDU
士 41 42 E 士 M-EDU
学 43 44 B 学 M-EDU
位 43 44 E 位 E-EDU
。 45 45 S 。 O
 
原 0 1 B 原 O
任 0 1 E 任 O
天 2 3 B 天 B-ORG
津 2 3 E 津 M-ORG
创 4 5 B 创 M-ORG
业 4 5 E 业 M-ORG
环 6 7 B 环 M-ORG
保 6 7 E 保 M-ORG
集 8 9 B 集 M-ORG
团 8 9 E 团 M-ORG
股 10 11 B 股 M-ORG
份 10 11 E 份 M-ORG
有 12 13 B 有 M-ORG
限 12 13 E 限 M-ORG
公 14 15 B 公 M-ORG
司 14 15 E 司 E-ORG
副 16 19 B 副 B-TITLE
总 16 19 M 总 M-TITLE
经 16 19 M 经 M-TITLE
理 16 19 E 理 E-TITLE
。 20 20 S 。 O
 
唐 0 0 S 唐 S-NAME
先 1 2 B 先 O
生 1 2 E 生 O
因 3 3 S 因 O
工 4 5 B 工 O
作 4 5 E 作 O
调 6 7 B 调 O
动 6 7 E 动 O
， 8 8 S ， O
于 9 9 S 于 O
2 10 14 B 2 O
0 10 14 M 0 O
1 10 14 M 1 O
5 10 14 M 5 O
年 10 14 E 年 O
2 15 16 B 2 O
月 15 16 E 月 O
1 17 19 B 1 O
6 17 19 M 6 O
日 17 19 E 日 O
申 20 21 B 申 O
请 20 21 E 请 O
辞 22 23 B 辞 O
去 22 23 E 去 O
天 24 25 B 天 B-ORG
津 24 25 E 津 M-ORG
创 26 27 B 创 M-ORG
业 26 27 E 业 M-ORG
环 28 29 B 环 M-ORG
保 28 29 E 保 M-ORG
集 30 31 B 集 M-ORG
团 30 31 E 团 M-ORG
股 32 33 B 股 M-ORG
份 32 33 E 份 M-ORG
有 34 35 B 有 M-ORG
限 34 35 E 限 M-ORG
公 36 37 B 公 M-ORG
司 36 37 E 司 E-ORG
副 38 41 B 副 B-TITLE
总 38 41 M 总 M-TITLE
经 38 41 M 经 M-TITLE
理 38 41 E 理 E-TITLE
职 42 43 B 职 O
务 42 43 E 务 O
。 44 44 S 。 O
 
徐 0 2 B 徐 B-NAME
尚 0 2 M 尚 M-NAME
林 0 2 E 林 E-NAME
， 3 3 S ， O
男 4 4 S 男 O
， 5 5 S ， O
汉 6 7 B 汉 B-RACE
族 6 7 E 族 E-RACE
， 8 8 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
5 0 4 M 5 O
6 0 4 M 6 O
年 0 4 E 年 O
9 5 6 B 9 O
月 5 6 E 月 O
出 7 8 B 出 O
生 7 8 E 生 O
， 9 9 S ， O
山 10 11 B 山 B-LOC
东 10 11 E 东 M-LOC
济 12 14 B 济 M-LOC
阳 12 14 M 阳 M-LOC
人 12 14 E 人 E-LOC
， 15 15 S ， O
中 16 17 B 中 B-TITLE
共 16 17 E 共 M-TITLE
党 18 19 B 党 M-TITLE
员 18 19 E 员 E-TITLE
， 20 20 S ， O
大 21 22 B 大 B-EDU
专 21 22 E 专 M-EDU
学 23 24 B 学 M-EDU
历 23 24 E 历 E-EDU
， 25 25 S ， O
工 26 28 B 工 B-TITLE
程 26 28 M 程 M-TITLE
师 26 28 E 师 E-TITLE
。 29 29 S 。 O
 
近 0 0 S 近 O
五 1 1 S 五 O
年 2 2 S 年 O
曾 3 3 S 曾 O
任 4 4 S 任 O
山 5 6 B 山 B-ORG
东 5 6 E 东 M-ORG
银 7 8 B 银 M-ORG
座 7 8 E 座 M-ORG
商 9 10 B 商 M-ORG
城 9 10 E 城 M-ORG
股 11 12 B 股 M-ORG
份 11 12 E 份 M-ORG
有 13 14 B 有 M-ORG
限 13 14 E 限 M-ORG
公 15 16 B 公 M-ORG
司 15 16 E 司 E-ORG
物 17 18 B 物 B-TITLE
业 17 18 E 业 M-TITLE
本 19 20 B 本 M-TITLE
部 19 20 E 部 M-TITLE
副 21 24 B 副 M-TITLE
本 21 24 M 本 M-TITLE
部 21 24 M 部 M-TITLE
长 21 24 E 长 E-TITLE
， 25 25 S ， O
 
2 0 4 B 2 O
0 0 4 M 0 O
1 0 4 M 1 O
1 0 4 M 1 O
年 0 4 E 年 O
7 5 6 B 7 O
月 5 6 E 月 O
起 7 8 B 起 O
任 7 8 E 任 O
本 9 9 S 本 B-ORG
公 10 11 B 公 M-ORG
司 10 11 E 司 E-ORG
副 12 15 B 副 B-TITLE
总 12 15 M 总 M-TITLE
经 12 15 M 经 M-TITLE
理 12 15 E 理 E-TITLE
， 16 16 S ， O
现 17 17 S 现 O
已 18 18 S 已 O
离 19 20 B 离 O
任 19 20 E 任 O
。 21 21 S 。 O
 
翟 0 2 B 翟 B-NAME
大 0 2 M 大 M-NAME
福 0 2 E 福 E-NAME
先 3 4 B 先 O
生 3 4 E 生 O
： 5 5 S ： O
1 6 10 B 1 O
9 6 10 M 9 O
7 6 10 M 7 O
2 6 10 M 2 O
年 6 10 E 年 O
1 11 13 B 1 O
0 11 13 M 0 O
月 11 13 E 月 O
出 14 15 B 出 O
生 14 15 E 生 O
， 16 16 S ， O
 
1 0 4 B 1 O
9 0 4 M 9 O
9 0 4 M 9 O
2 0 4 M 2 O
年 0 4 E 年 O
9 5 6 B 9 O
月 5 6 E 月 O
- 7 7 S - O
1 8 12 B 1 O
9 8 12 M 9 O
9 8 12 M 9 O
6 8 12 M 6 O
年 8 12 E 年 O
7 13 14 B 7 O
月 13 14 E 月 O
， 15 15 S ， O
" 16 16 S " O
合 17 18 B 合 B-ORG
肥 17 18 E 肥 M-ORG
工 19 20 B 工 M-ORG
业 19 20 E 业 M-ORG
大 21 22 B 大 M-ORG
学 21 22 E 学 E-ORG
" 23 23 S " O
管 24 25 B 管 O
理 24 25 E 理 O
工 26 28 B 工 O
程 26 28 M 程 O
系 26 28 E 系 O
工 29 30 B 工 B-PRO
业 29 30 E 业 M-PRO
会 31 32 B 会 M-PRO
计 31 32 E 计 M-PRO
专 33 34 B 专 M-PRO
业 33 34 E 业 E-PRO
， 35 35 S ， O
取 36 37 B 取 O
得 36 37 E 得 O
工 38 39 B 工 B-PRO
学 38 39 E 学 E-PRO
学 40 41 B 学 B-EDU
士 40 41 E 士 M-EDU
学 42 43 B 学 M-EDU
位 42 43 E 位 E-EDU
， 44 44 S ， O
同 45 46 B 同 O
时 45 46 E 时 O
取 47 48 B 取 O
得 47 48 E 得 O
计 49 51 B 计 B-PRO
算 49 51 M 算 M-PRO
机 49 51 E 机 M-PRO
及 52 53 B 及 M-PRO
其 52 53 E 其 M-PRO
应 54 55 B 应 M-PRO
用 54 55 E 用 M-PRO
